"","fplids"
"55623",6019004
"55624",3477010
"55625",431430
"55626",8373179
"55627",6886517
"55628",4019595
"55629",7158421
"55630",1388342
"55631",4160030
"55632",9689400
"55633",6244394
"55634",3030866
"55635",3060560
"55636",7149068
"55637",4058
"55638",3552664
"55639",9879895
"55640",1252566
"55641",7664314
"55642",9649525
"55643",3072193
"55644",6828559
"55645",4249794
"55646",550001
"55647",9727044
"55648",3363723
"55649",8195373
"55650",1623749
"55651",4735236
"55652",7512103
"55653",1814916
"55654",6104276
"55655",5592087
"55656",6279432
"55657",3434493
"55658",7364899
"55659",652813
"55660",2375481
"55661",2125536
"55662",8420367
"55663",3032359
"55664",8232735
"55665",1368691
"55666",2937613
"55667",7072281
"55668",8004283
"55669",9548213
"55670",1050690
"55671",4721509
"55672",8866983
"55673",1511803
"55674",3034340
"55675",767050
"55676",4476866
"55677",476155
"55678",6367008
"55679",4446747
"55680",1881241
"55681",4135291
"55682",2155663
"55683",4936238
"55684",4393638
"55685",3546130
"55686",5131557
"55687",3470453
"55688",1151166
"55689",8113511
"55690",9107584
"55691",6552746
"55692",3478807
"55693",5083508
"55694",3744088
"55695",4253603
"55696",8579363
"55697",9668156
"55698",388752
"55699",5762859
"55700",5400550
"55701",9518608
"55702",3480192
"55703",6641434
"55704",5713229
"55705",8613111
"55706",8005402
"55707",3810788
"55708",6904953
"55709",5655152
"55710",7162320
"55711",3101165
"55712",9802119
"55713",4128974
"55714",2272148
"55715",1499179
"55716",2066669
"55717",7022707
"55718",9678968
"55719",586401
"55720",5224007
"55721",1550667
"55722",567802
"55723",1087521
"55724",1613453
"55725",2349270
"55726",3069405
"55727",8232133
"55728",8468593
"55729",8421630
"55730",4417234
"55731",3659102
"55732",6731262
"55733",9938909
"55734",3912672
"55735",8105818
"55736",5891892
"55737",2001746
"55738",5109590
"55739",3997400
"55740",9061645
"55741",6283078
"55742",499396
"55743",9845893
"55744",5037271
"55745",2119626
"55746",8597433
"55747",7333413
"55748",4417297
"55749",742041
"55750",2990122
"55751",9931491
"55752",5195805
"55753",3396449
"55754",2753137
"55755",4781567
"55756",3545552
"55757",8650980
"55758",4733606
"55759",8934377
"55760",3009024
"55761",4276257
"55762",6727489
"55763",555043
"55764",4417197
"55765",7233975
"55766",7712614
"55767",9004974
"55768",2065096
"55769",8648397
"55770",2155615
"55771",4501046
"55772",3471622
"55773",7432576
"55774",6116365
"55775",6327141
"55776",3412993
"55777",1317154
"55778",4071974
"55779",8835822
"55780",7907841
"55781",20672
"55782",1429831
"55783",9267922
"55784",9411836
"55785",5122428
"55786",521899
"55787",8891880
"55788",1941641
"55789",6311080
"55790",9399522
"55791",4215889
"55792",3650072
"55793",7382028
"55794",8768988
"55795",3463040
"55796",57801
"55797",6444822
"55798",2443803
"55799",8968807
"55800",4446596
"55801",3463765
"55802",3250341
"55803",815673
"55804",4236598
"55805",5898325
"55806",2504876
"55807",785061
"55808",2033071
"55809",6177050
"55810",5261259
"55811",9751234
"55812",1247151
"55813",5968674
"55814",9363671
"55815",1298486
"55816",5844296
"55817",5353173
"55818",7821432
"55819",1167181
"55820",7422835
"55821",6694492
"55822",7768278
"55823",7007347
"55824",5238599
"55825",9914553
"55826",3917014
"55827",8640391
"55828",5457981
"55829",2542435
"55830",6855458
"55831",324070
"55832",5791738
"55833",3250699
"55834",564803
"55835",4241022
"55836",5807959
"55837",8184279
"55838",877012
"55839",1931743
"55840",66213
"55841",2699762
"55842",9258759
"55843",726556
"55844",9269951
"55845",3262399
"55846",2461699
"55847",8049118
"55848",448254
"55849",8851869
"55850",1403752
"55851",9870470
"55852",6754090
"55853",2329773
"55854",2064966
"55855",4519114
"55856",9159061
"55857",7338498
"55858",8434397
"55859",1792395
"55860",5039927
"55861",319159
"55862",9237513
"55863",2666232
"55864",9795358
"55865",7488
"55866",8596420
"55867",8691742
"55868",7209726
"55869",2133270
"55870",6570686
"55871",3469049
"55872",6071985
"55873",5192492
"55874",6557593
"55875",7924154
"55876",9220644
"55877",8854729
"55878",4389682
"55879",3167535
"55880",2760953
"55881",5226056
"55882",513286
"55883",9484290
"55884",7253931
"55885",6817800
"55886",3739007
"55887",7148582
"55888",2031845
"55889",6715434
"55890",6665084
"55891",7917849
"55892",9351464
"55893",5232192
"55894",2501671
"55895",2424852
"55896",1711969
"55897",4940921
"55898",6872756
"55899",451156
"55900",4585503
"55901",9631339
"55902",7551531
"55903",506114
"55904",1135009
"55905",3539444
"55906",2435922
"55907",7981786
"55908",7575671
"55909",2932177
"55910",7416882
"55911",8988538
"55912",2244764
"55913",333240
"55914",3615928
"55915",5807066
"55916",32369
"55917",6791207
"55918",6469712
"55919",402378
"55920",1456464
"55921",6468438
"55922",7403278
"55923",5568230
"55924",7822672
"55925",9166150
"55926",9939163
"55927",8797844
"55928",1142750
"55929",9031653
"55930",7194986
"55931",4354232
"55932",5418183
"55933",7710385
"55934",4148709
"55935",3638228
"55936",6728597
"55937",2427146
"55938",4702069
"55939",4487962
"55940",8949308
"55941",308989
"55942",3628031
"55943",9906043
"55944",3151585
"55945",1950466
"55946",4633003
"55947",7105369
"55948",9021964
"55949",8183138
"55950",82049
"55951",6906808
"55952",4826264
"55953",7616888
"55954",3690477
"55955",9005511
"55956",9251841
"55957",2024614
"55958",1372221
"55959",2001181
"55960",1987046
"55961",4115913
"55962",7233899
"55963",717621
"55964",1280858
"55965",4610590
"55966",1404535
"55967",379812
"55968",8777373
"55969",9500814
"55970",1694167
"55971",666521
"55972",5260925
"55973",9282537
"55974",434276
"55975",5979
"55976",7891427
"55977",1256652
"55978",6246015
"55979",2184641
"55980",776605
"55981",7319064
"55982",1614517
"55983",1411360
"55984",8166985
"55985",5961773
"55986",3404104
"55987",6186325
"55988",3641290
"55989",6820149
"55990",9660396
"55991",2599763
"55992",8701222
"55993",3783480
"55994",6426622
"55995",5218014
"55996",8561569
"55997",41889
"55998",2370304
"55999",6927388
"56000",8862669
"56001",9964882
"56002",3224550
"56003",9347866
"56004",1655339
"56005",6481343
"56006",3953129
"56007",9935545
"56008",1934409
"56009",7089118
"56010",1456318
"56011",6438273
"56012",4249926
"56013",784709
"56014",704675
"56015",2849007
"56016",8667788
"56017",6258682
"56018",2414328
"56019",7770958
"56020",9324443
"56021",6209147
"56022",4078154
"56023",9923139
"56024",7628112
"56025",6459781
"56026",2906823
"56027",463863
"56028",7519932
"56029",9821508
"56030",5333734
"56031",4450061
"56032",9694686
"56033",8020433
"56034",9389232
"56035",2833513
"56036",1239913
"56037",8975790
"56038",8656678
"56039",7010656
"56040",6761359
"56041",4272489
"56042",2230776
"56043",8981334
"56044",2702796
"56045",6376972
"56046",4037361
"56047",3770213
"56048",9667697
"56049",7287024
"56050",1335527
"56051",1173452
"56052",6967026
"56053",132759
"56054",3308975
"56055",9689092
"56056",2779860
"56057",3445083
"56058",443604
"56059",1206273
"56060",1039394
"56061",9424739
"56062",5355086
"56063",6637745
"56064",6361197
"56065",447176
"56066",221545
"56067",6024645
"56068",7981210
"56069",4519156
"56070",4568400
"56071",2165345
"56072",9117971
"56073",3356072
"56074",8446280
"56075",3912714
"56076",8474379
"56077",5134599
"56078",5531455
"56079",6421809
"56080",6241272
"56081",42501
"56082",6241963
"56083",9571576
"56084",6359930
"56085",1687563
"56086",4037025
"56087",5384498
"56088",9310474
"56089",7938541
"56090",999348
"56091",1766390
"56092",2720698
"56093",7124781
"56094",1608464
"56095",8293576
"56096",7684142
"56097",9228752
"56098",4955223
"56099",4372684
"56100",3686731
"56101",434470
"56102",1119066
"56103",7147786
"56104",7170321
"56105",1713456
"56106",1052712
"56107",8902917
"56108",3160879
"56109",91260
"56110",1523336
"56111",566093
"56112",7782073
"56113",6048230
"56114",6827176
"56115",390935
"56116",7677952
"56117",7128978
"56118",4205915
"56119",1818058
"56120",8931552
"56121",568934
"56122",6491843
"56123",860351
"56124",7908109
"56125",3023685
"56126",8576643
"56127",6144842
"56128",1520643
"56129",891296
"56130",8369962
"56131",5879464
"56132",2593947
"56133",978246
"56134",4775490
"56135",9981161
"56136",9314579
"56137",57246
"56138",3878637
"56139",6874394
"56140",2584659
"56141",4254726
"56142",8894069
"56143",3472996
"56144",6073445
"56145",6833660
"56146",723302
"56147",1685451
"56148",9545439
"56149",9694925
"56150",5492033
"56151",8619912
"56152",6888286
"56153",1060107
"56154",1260946
"56155",7261803
"56156",316027
"56157",2482352
"56158",3678155
"56159",8857890
"56160",1916801
"56161",8265685
"56162",9005487
"56163",1577915
"56164",803890
"56165",8299975
"56166",1619063
"56167",8756441
"56168",788831
"56169",8046216
"56170",2846963
"56171",7169129
"56172",786140
"56173",2387959
"56174",5349709
"56175",2901765
"56176",3699941
"56177",3291645
"56178",318540
"56179",7179521
"56180",2720330
"56181",6325633
"56182",887326
"56183",1742151
"56184",8782265
"56185",6308164
"56186",8154934
"56187",8331117
"56188",3343612
"56189",142744
"56190",764862
"56191",3521934
"56192",176842
"56193",4635753
"56194",2118087
"56195",48358
"56196",8248323
"56197",2962126
"56198",9972294
"56199",6358776
"56200",1103176
"56201",9922602
"56202",1205739
"56203",2359695
"56204",4590672
"56205",6184201
"56206",7690952
"56207",5578393
"56208",3929407
"56209",394231
"56210",9111429
"56211",7579179
"56212",8758702
"56213",9575251
"56214",7831348
"56215",5026293
"56216",5484998
"56217",4286013
"56218",3372383
"56219",4611546
"56220",6389676
"56221",2810125
"56222",6920816
"56223",2557818
"56224",1359341
"56225",2934497
"56226",8015731
"56227",8182808
"56228",2348175
"56229",3634843
"56230",9952227
"56231",2418643
"56232",3761712
"56233",8628793
"56234",365668
"56235",4909461
"56236",2851392
"56237",6744567
"56238",9650304
"56239",5053188
"56240",3088642
"56241",2636126
"56242",3471236
"56243",4386246
"56244",4893875
"56245",4639047
"56246",1446230
"56247",3589715
"56248",5674937
"56249",7062313
"56250",2631220
"56251",1241897
"56252",741653
"56253",9476802
"56254",8213576
"56255",1103786
"56256",971069
"56257",5076590
"56258",529238
"56259",5087320
"56260",5145082
"56261",7352653
"56262",3883793
"56263",529458
"56264",6650833
"56265",1247910
"56266",6699973
"56267",2069292
"56268",9102560
"56269",551045
"56270",9690906
"56271",6141630
"56272",8350193
"56273",5266760
"56274",9413057
"56275",3299612
"56276",8456765
"56277",4619561
"56278",6335794
"56279",5119079
"56280",1387700
"56281",3721892
"56282",4266989
"56283",1218043
"56284",2276735
"56285",7182015
"56286",2585781
"56287",5354435
"56288",8632103
"56289",9337564
"56290",9838823
"56291",107771
"56292",3199314
"56293",700263
"56294",8818066
"56295",349851
"56296",2126574
"56297",8529032
"56298",3853146
"56299",1367933
"56300",830137
"56301",3162829
"56302",6670609
"56303",249964
"56304",2680676
"56305",4957237
"56306",8654232
"56307",934005
"56308",9207440
"56309",78647
"56310",3318346
"56311",3181299
"56312",3074573
"56313",8193134
"56314",8280859
"56315",2376383
"56316",4979476
"56317",4954772
"56318",5351023
"56319",4093806
"56320",2854319
"56321",3748344
"56322",3488842
"56323",6265133
"56324",3076160
"56325",2798737
"56326",8593558
"56327",9317138
"56328",5578202
"56329",6921367
"56330",1843986
"56331",2914202
"56332",1461217
"56333",4695751
"56334",7469797
"56335",1902155
"56336",4727891
"56337",8501204
"56338",7604694
"56339",4092256
"56340",6421923
"56341",2374387
"56342",9790035
"56343",3039970
"56344",7979670
"56345",1754554
"56346",7451553
"56347",3775494
"56348",1888363
"56349",7759022
"56350",5439612
"56351",1056213
"56352",9031834
"56353",8179381
"56354",5380319
"56355",2689137
"56356",8657601
"56357",9933296
"56358",4634348
"56359",7087373
"56360",7770018
"56361",7151619
"56362",6715189
"56363",4940061
"56364",671668
"56365",7638663
"56366",9964681
"56367",6631808
"56368",7319899
"56369",6823051
"56370",8511269
"56371",4519556
"56372",8743768
"56373",8391232
"56374",7139109
"56375",3769422
"56376",1692432
"56377",694802
"56378",4508060
"56379",5264152
"56380",2722086
"56381",2308340
"56382",9673667
"56383",8920034
"56384",4137370
"56385",3313968
"56386",6189637
"56387",2948517
"56388",7072963
"56389",7085194
"56390",8708617
"56391",3478242
"56392",2444630
"56393",2798037
"56394",5659248
"56395",6551911
"56396",4551837
"56397",2565053
"56398",9886292
"56399",8233823
"56400",8381965
"56401",6381306
"56402",9982758
"56403",5347962
"56404",4536553
"56405",8665725
"56406",4201125
"56407",4217450
"56408",4394578
"56409",3967698
"56410",2818573
"56411",3785141
"56412",530115
"56413",2037746
"56414",2298129
"56415",9798936
"56416",3909637
"56417",4419747
"56418",4267355
"56419",8012858
"56420",4613682
"56421",6615533
"56422",4652288
"56423",1776396
"56424",865576
"56425",183653
"56426",8533126
"56427",557604
"56428",1452691
"56429",6131468
"56430",8650208
"56431",5839316
"56432",7183132
"56433",8049111
"56434",8264736
"56435",9528069
"56436",622070
"56437",6500082
"56438",9453011
"56439",1141621
"56440",5346936
"56441",6250588
"56442",8000010
"56443",2214253
"56444",2447688
"56445",6803682
"56446",9392923
"56447",7777154
"56448",9757476
"56449",1632252
"56450",4580522
"56451",3351515
"56452",5408994
"56453",1734534
"56454",1892956
"56455",7589292
"56456",2879424
"56457",2498947
"56458",1732305
"56459",8633216
"56460",516462
"56461",9064416
"56462",4634521
"56463",1178872
"56464",4966335
"56465",5354451
"56466",3097178
"56467",5183395
"56468",4926965
"56469",6893795
"56470",8949333
"56471",2072507
"56472",5281560
"56473",5998366
"56474",2908700
"56475",1738685
"56476",9538711
"56477",7108831
"56478",4838005
"56479",3398846
"56480",968207
"56481",3905612
"56482",5516295
"56483",9474373
"56484",8266811
"56485",5556499
"56486",6250793
"56487",2255515
"56488",6166236
"56489",8751454
"56490",1136416
"56491",2774264
"56492",173196
"56493",2240859
"56494",8021987
"56495",5859880
"56496",967472
"56497",2424995
"56498",8876985
"56499",3908097
"56500",2927340
"56501",6793399
"56502",8833745
"56503",3537
"56504",15215
"56505",7815094
"56506",7756753
"56507",217168
"56508",9471375
"56509",6865748
"56510",82441
"56511",3844940
"56512",3042477
"56513",3740926
"56514",1127087
"56515",6377752
"56516",8139289
"56517",472595
"56518",2993076
"56519",5094287
"56520",1302740
"56521",9942221
"56522",6330813
"56523",2352458
"56524",4758045
"56525",3903069
"56526",919582
"56527",1642645
"56528",3486241
"56529",6782821
"56530",5850407
"56531",4514167
"56532",8022650
"56533",2609517
"56534",9168089
"56535",9755437
"56536",7636579
"56537",3026419
"56538",8954253
"56539",7413781
"56540",7627390
"56541",5929223
"56542",1154956
"56543",4162432
"56544",7128903
"56545",8348526
"56546",3518297
"56547",8556955
"56548",5070166
"56549",35079
"56550",1394734
"56551",2776327
"56552",9854521
"56553",9209556
"56554",4690263
"56555",4245932
"56556",4797136
"56557",5937225
"56558",6106043
"56559",4804734
"56560",8373258
"56561",8581068
"56562",6139482
"56563",5077516
"56564",1860786
"56565",132181
"56566",2483841
"56567",4141815
"56568",939005
"56569",9565510
"56570",9408236
"56571",4166362
"56572",947119
"56573",4289907
"56574",9736941
"56575",2656799
"56576",5598664
"56577",1439891
"56578",5968531
"56579",1478883
"56580",1071616
"56581",7444898
"56582",6172969
"56583",3923789
"56584",9394749
"56585",5087582
"56586",4793262
"56587",5396784
"56588",1714171
"56589",5513839
"56590",8865432
"56591",7146464
"56592",6892592
"56593",2148163
"56594",8358948
"56595",2184306
"56596",9535428
"56597",9083352
"56598",408336
"56599",1777538
"56600",7983624
"56601",4265654
"56602",6864743
"56603",33602
"56604",4184286
"56605",1390966
"56606",5458181
"56607",9508745
"56608",7478793
"56609",9717338
"56610",1151605
"56611",5994170
"56612",9472435
"56613",2354330
"56614",9808381
"56615",768969
"56616",9483805
"56617",233297
"56618",4245310
"56619",8999508
"56620",8836596
"56621",6056275
"56622",174613
"56623",6039341
"56624",2596979
"56625",8005921
"56626",6536578
"56627",2799721
"56628",3961819
"56629",3106226
"56630",6375479
"56631",7536674
"56632",1630864
"56633",8845827
"56634",1165067
"56635",8118909
"56636",7279936
"56637",1233579
"56638",5756287
"56639",3965841
"56640",2414183
"56641",6336381
"56642",4964030
"56643",9674967
"56644",1777845
"56645",5916938
"56646",8299770
"56647",9049712
"56648",9476691
"56649",173288
"56650",9827076
"56651",1825348
"56652",1057131
"56653",4724963
"56654",6388962
"56655",3720581
"56656",858434
"56657",5298143
"56658",2720366
"56659",4625302
"56660",2209643
"56661",3403835
"56662",8072335
"56663",8619194
"56664",4778174
"56665",9582054
"56666",148568
"56667",7052092
"56668",6435959
"56669",1241249
"56670",2305764
"56671",6261830
"56672",4201518
"56673",9296239
"56674",9344848
"56675",70625
"56676",8214948
"56677",4889207
"56678",4301651
"56679",9965636
"56680",6826438
"56681",3724250
"56682",3268439
"56683",3633655
"56684",1392999
"56685",681374
